,incident_name,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,Max Temperature,Avg Temperature,Min Temperature,Dew Point,Precipitation,Snowdepth,Wind,Gust Wind,Sea Level Pressure,elevation
758,Bodega Fire,2017-08-27 13:30:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,"Bodega Ave and Nosecchi Rd., east of Petaluma",18,CAL FIRE Sonoma-Lake-Napa Unit,-122.71998,38.26294,2018-01-09 12:45:00,2018-01-09,2017-08-27,97.86,71.93,54.86,51.9,0.0,0.0,3.78,0.0,29.67,33.96150588989258
759,Canyon Fire,2017-08-27 14:51:00,CAL FIRE / USFS - Cleveland National Forest,Riverside,"Highway 74 and South Main Divide, 2 miles southwest of Lake Elsinore",46,CAL FIRE / USFS - Cleveland National Forest,-117.3968,33.6444,2018-01-09 12:45:00,2018-01-09,2017-08-27,88.0,76.92,69.71,65.62,0.0,0.0,4.84,0.0,29.73,860.8468017578125
760,Hill Fire,2017-08-27 18:47:00,CAL FIRE / Fresno County Fire,Fresno,Hwy 180 from Hills Valley to Ruth Hill,69,CAL FIRE / Fresno County Fire,-119.28241,36.7279,2018-01-09 12:46:00,2018-01-09,2017-08-27,105.71,90.15,75.29,56.6,0.0,0.0,5.76,0.0,29.27,484.9353332519531
762,Sandra Fire,2017-08-28 17:06:00,CAL FIRE Amador-El Dorado Unit,Amador,"Butte Mountain road, 3 miles east of Jackson",10,CAL FIRE Amador-El Dorado Unit,-120.72274,38.34421,2018-01-09 12:46:00,2018-01-09,2017-08-28,90.0,68.97,46.43,45.03,0.0,0.0,4.72,0.0,29.77,515.9636840820312
763,Pier Fire,2017-08-29 08:29:00,CAL FIRE Tulare Unit / USFS - Sequoia National Forest,Tulare,"Highway 190, east of Springville",36556,"CAL FIRE Tulare Unit / USFS - Sequoia National Forest, Tulare County Sheriff, California Highway Patrol, Caltrans, Tulare County EOC, PG&E, SoCal Edison",-118.74103,36.15356,2018-01-09 12:47:00,2018-01-09,2017-08-29,103.71,86.35,70.86,63.03,0.0,0.0,4.92,0.28,29.5,631.3026123046875
764,Bradley Fire,2017-08-28 21:38:00,Shasta-Trinity National Forest,Siskiyou,"Bradley Ridge, City of Dunsmuir ",54,Shasta-Trinity National Forest,-122.27499,41.222,2018-01-09 12:46:00,2018-01-09,2017-08-28,108.0,88.73,69.71,42.31,0.0,0.0,5.48,0.79,29.29,741.1281127929688
765,Ponderosa Fire,2017-08-29 13:16:00,CAL FIRE / Butte County Fire,Butte,"Ponderosa way and Lumpkin road, 2 miles NW of Forbestown ",4016,"CAL FIRE / Butte County Fire, Butte County Sheriff’s Office, Butte County Fire Department, Butte County, Cal OES, Bureau of Indian Affairs, California Department of Corrections and Rehabilitation, Red Cross, California Highway Patrol, US Forest Service, California Department of Parks and Recreation, PG & E, California Conservation Corps, North Valley Animal Disaster Group, Butte Medics, California Department of Transportation, South Feather Water and Power, Yuba County Sheriff, Yuba County OES and Sierra Pacific Industries.",-121.30209,39.57701,2018-08-30 15:27:00,2018-08-30,2017-08-29,103.14,82.49,63.71,55.04,0.0,0.0,6.48,0.0,29.75,702.4368286132812
766,Railroad Fire,2017-08-29 12:19:00,USFS - Sierra National Forest,Madera,"Highway 41, south of Fish Camp",12407,USFS - Sierra National Forest,-119.64622,37.44663,2018-01-09 12:46:00,2018-01-09,2017-08-29,82.71,65.78,47.0,37.63,0.0,0.0,4.71,1.83,23.31,1438.593383789062
768,Owens Fire,2017-08-29 15:39:00,CAL FIRE Siskiyou Unit,Siskiyou,"off of Owens Rd and Hwy 97, northeast of Dorris ",55,CAL FIRE Siskiyou Unit,-121.90077,41.99483,2018-01-09 12:47:00,2018-01-09,2017-08-29,95.86,76.62,59.43,48.79,0.0,0.0,2.11,0.0,28.55,1268.20751953125
769,Slinkard Fire,2017-08-29 15:15:00,Bureau of Land Management - Owens Valley District ,Mono,"West of Hwy 395, north of Hwy 89, south of Topaz",8925,Bureau of Land Management - Owens Valley District ,-119.55425,38.655,2018-01-09 12:47:00,2018-01-09,2017-08-29,96.0,79.95,62.86,37.32,0.0,0.0,5.57,2.31,25.63,1880.41650390625
770,4-4 Fire,2017-08-30 11:38:00,CAL FIRE Lassen-Modoc Unit,Modoc,"4 miles east of Dorris Reservoir, east of Alturas",28,CAL FIRE Lassen-Modoc Unit,-120.36659,41.4844,2018-01-09 12:48:00,2018-01-09,2017-08-30,108.0,88.73,69.71,42.31,0.0,0.0,5.48,0.79,29.29,1711.918090820312
771,Pleasant Fire,2017-08-30 15:38:00,CAL FIRE Nevada-Yuba-Placer Unit,Nevada,"Off Hwy 49 & Pleasant Valley Rd, south of North San Juan  ",392,"CAL FIRE Nevada-Yuba-Placer Unit, Nevada Co Consolidated, NCSO, Nevada Co OES, CHP, Grass Valley Fire, North San Juan, Nevada City Fire, Campton, State Parks, CDCR, Penn Valley, Nevada Co OES, PG&E, Cal Trans, and Yuba Co S.O.",-121.12004,39.34292,2018-01-09 12:48:00,2018-01-09,2017-08-30,103.14,82.49,63.71,55.04,0.0,0.0,6.48,0.0,29.75,566.6914672851562
772,4-10 Fire,2017-08-30 14:50:00,CAL FIRE Lassen-Modoc Unit,Modoc,"off Highway 395 and County Road 118, 16 miles north of Alturas.",27,CAL FIRE Lassen-Modoc Unit,-120.31814,41.64469,2018-01-09 12:48:00,2018-01-09,2017-08-30,95.86,76.62,59.43,48.79,0.0,0.0,2.11,0.0,28.55,1869.58447265625
773,Coalinga Fire,2017-08-30 16:51:00,CAL FIRE Fresno-Kings Unit,Fresno,"Mendota Road and Interstate 5, 12 miles north of Coalinga",102,CAL FIRE Fresno-Kings Unit,-120.32685,36.36113,2018-01-09 12:48:00,2018-01-09,2017-08-30,103.71,86.35,70.86,63.03,0.0,0.0,4.92,0.28,29.5,155.2034454345703
774,Miller Fire,2017-08-31 13:57:00,CAL FIRE/Humboldt-Del Norte Unit,Humboldt,"Miller Ranch road x Bell Springs road, 10 miles NE Leggett ",34,CAL FIRE/Humboldt-Del Norte Unit,-123.64214,40.03697,2018-01-09 12:49:00,2018-01-09,2017-08-31,72.29,60.72,53.0,54.96,0.0,0.0,3.37,0.4,29.7,776.1879272460938
775,Helena - Fork Fire,2017-08-30 18:00:00,Shasta-Trinity National Forest,Trinity,"Hwy 299 near town of Helena, Junction City",21846,Shasta-Trinity National Forest,-123.10003,40.76025,2018-01-09 12:49:00,2018-01-09,2017-08-30,108.0,88.73,69.71,42.31,0.0,0.0,5.48,0.79,29.29,427.0213623046875
777,Castaic Fire,2017-08-31 16:32:00,Los Angeles County Fire,Los Angeles,"I-5, north of Hughes Rd., 2 miles north of Lake Hughes",30,Los Angeles County Fire,-118.62882,34.52055,2018-03-22 16:34:00,2018-03-22,2017-08-31,101.43,87.88,74.57,58.69,0.0,0.0,5.29,0.34,28.97,474.2803039550781
780,Ellie Fire,2017-09-10 13:49:00,CAL FIRE / Riverside County Fire,Riverside,"Ellie Way and El Toro Road, Lake Elsinore",34,CAL FIRE / Riverside County Fire,-117.33364,33.73547,2018-01-09 13:19:00,2018-01-09,2017-09-10,89.29,73.71,58.86,55.41,0.0,0.0,4.43,0.07,28.69,526.032470703125
782,Hopper Fire,2017-09-01 11:21:00,CAL FIRE Shasta-Trinity Unit,Shasta,"Oak Run Road and Hopper Lane, Oak Run",25,CAL FIRE Shasta-Trinity Unit,-122.02525,40.71923,2018-01-09 12:49:00,2018-01-09,2017-09-01,108.0,88.73,69.71,42.31,0.0,0.0,5.48,0.79,29.29,564.6674194335938
783,Caldwell Fire,2017-09-01 14:37:00,Sequoia National Forest,Kern,"Kernville Rd. x Sierra Way, 6 miles north of Lake Isabella",1319,Sequoia National Forest,-118.406,35.76,2018-01-09 12:50:00,2018-01-09,2017-09-01,106.86,93.33,69.71,56.5,0.0,0.0,5.9,0.12,29.29,1145.0322265625
784,La Tuna Fire ,2017-09-01 13:26:00,"LA City, Burbank Fire Department",Los Angeles,"Lowell Ave and I-210, Verdugo Hills, Los Angeles City",7194,"LA City, Burbank Fire Department",-118.2674,34.22957,2018-01-09 12:49:00,2018-01-09,2017-09-01,101.43,87.88,74.57,58.69,0.0,0.0,5.29,0.34,28.97,517.72265625
785,Mission Fire,2017-09-03 13:06:00,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest,Madera,"Mission Dr. and Italian Bar Rd., 2 miles east of North Fork",1035,"CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest, CAL FIRE, USFS Sierra National Forest, Madera County Sheriff, CDCR, Madera County Fire, CAL OES, North Fork Rancheria of Mono Indians of California, CHP, and PG&E.",-119.48067,37.21616,2018-01-09 13:18:00,2018-01-09,2017-09-03,96.29,83.88,72.86,61.08,0.0,0.0,7.19,0.64,29.53,843.9216918945312
786,Parkfield Fire,2017-09-03 09:23:00,CAL FIRE Fresno-Kings Unit,Fresno,"Hwy 198 and Mineral Springs Rd., 9 miles west of Coalinga",100,CAL FIRE Fresno-Kings Unit,-120.52188999999998,36.09486,2018-01-09 12:51:00,2018-01-09,2017-09-03,95.43,81.53,69.57,63.96,0.0,0.0,5.74,0.95,29.57,446.618408203125
787,Palmer Fire,2017-09-02 13:33:00,CAL FIRE Riverside Unit,Riverside,"San Timoteo Canyon Road / Fisherman's Retreat, Beaumont",3874,"CAL FIRE Riverside Unit, CAL FIRE/Riverside, California Highway Patrol (CHP), City of Hemet FD, Idyllwild Fire Protection District, Orange County Fire Authority Copter, Riverside City FD, Riverside County Fire Department, San Bernardino County Fire Department, Southern California Edison, USFS – San Bernardino, Union Pacific Railroad",-117.09984,33.974709999999995,2018-01-09 12:50:00,2018-01-09,2017-09-02,109.0,89.84,78.14,53.49,0.0,0.0,3.16,0.34,28.6,591.4199829101562
788,Margarita Fire,2017-09-03 16:59:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Santa Margarita Lake Rd. and W. Pozo Rd., 7 miles SE of Santa Margarita",120,CAL FIRE San Luis Obispo Unit,-120.50886,35.31886,2018-01-09 12:50:00,2018-01-09,2017-09-03,82.43,70.85,64.71,62.17,0.0,0.0,5.67,0.79,29.72,390.1588439941406
789,Mule Fire,2017-09-05 14:55:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,"Off Hwy 20 and Mule Skinner Road, east of Clearlake ",21,CAL FIRE Sonoma-Lake-Napa Unit,-122.49327,39.01748,2018-01-09 13:19:00,2018-01-09,2017-09-05,83.43,69.36,60.43,58.57,0.0,0.0,3.67,0.19,29.75,532.8836059570312
790,Mills File,2017-09-03 20:32:00,Plumas National Forest,Plumas,"Hwy 89, ¼ mile north of Crescent Mills",79,Plumas National Forest,-120.9204,40.13278,2018-01-09 13:18:00,2018-01-09,2017-09-03,96.43,83.42,71.14,57.31,0.09,0.0,4.36,0.12,29.34,1117.537841796875
791,Bally Fire,2017-09-03 19:17:00,CAL FIRE Santa Clara Unit/Gilroy Fire Dept,Santa Clara,"Ballybunion Ct, Gilroy",100,CAL FIRE Santa Clara Unit/Gilroy Fire Dept,-121.59899,36.99092,2018-01-09 12:50:00,2018-01-09,2017-09-03,84.57,75.4,69.0,61.16,0.0,0.0,7.2,0.83,29.85,134.1957244873047
792,Peak Fire,2017-09-03 13:10:00,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,"Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa",680,CAL FIRE Madera-Mariposa-Merced Unit,-119.83556000000002,37.37397,2018-01-09 12:51:00,2018-01-09,2017-09-03,96.29,83.88,72.86,61.08,0.0,0.0,7.19,0.64,29.53,461.5857849121094
793,R-4 Fire,2017-08-30 08:30:00,BLM Northern California District ,Lassen,23 miles east-southeast of Madeline,18618,BLM Northern California District ,-119.93498999999998,40.69573,2018-01-09 12:48:00,2018-01-09,2017-08-30,114.71,100.13,65.71,47.68,0.0,0.0,7.81,4.04,28.81,1720.34765625
794,Cove Fire,2017-09-23 15:40:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Lynch Canyon Rd & Lakeview Rd, northwest of Lake Nacimiento",25,CAL FIRE San Luis Obispo Unit,-121.04445,35.76343,2018-01-09 13:23:00,2018-01-09,2017-09-23,76.57,63.33,55.0,51.14,0.0,0.0,9.56,3.17,29.69,387.8820190429688
795,Bradley Fire,2017-08-28 22:00:00,Shasta-Trinity National Forest ,Siskiyou,West of Dunsmuir,54,Shasta-Trinity National Forest ,-122.292,41.222,2018-01-09 12:46:00,2018-01-09,2017-08-28,108.0,88.73,69.71,42.31,0.0,0.0,5.48,0.79,29.29,1227.474853515625
796,Sandy Fire,2017-08-02 11:13:00,Shasta-Trinity National Forest,Trinity,"North of Hwy 299, west of Del Loma",32,Shasta-Trinity National Forest,-123.375,40.804,2018-01-09 12:16:00,2018-01-09,2017-08-02,63.86,55.89,51.43,54.08,0.0,0.0,3.12,0.0,29.74,746.9724731445312
797,Table Fire,2017-09-19 00:22:00,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,"On Table Mountain, west of Table Mountain Road and Chicken Ranch Road, Jamestown",39,CAL FIRE Tuolumne-Calaveras Unit,-120.504134,37.896778000000005,2018-03-26 10:49:00,2018-03-26,2017-09-19,81.71,66.91,53.71,47.85,0.0,0.0,9.84,2.56,29.86,360.7757873535156
799,Rattlesnake Fire,2017-09-07 15:00:00,Yosemite National Park,Mariposa,Hwy 120 and Big Oak Flat Road near Foresta,0,Yosemite National Park,-119.78256,37.73596,2018-01-09 13:19:00,2018-01-09,2017-09-07,78.0,61.01,42.43,37.36,0.0,0.0,5.47,3.52,23.26,1834.375366210938
800,Linne Fire,2017-09-26 16:45:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Linne Rd x Geneseo Rd, east of Paso Robles",74,CAL FIRE San Luis Obispo Unit,-120.56068,35.5956,2018-01-09 13:26:00,2018-01-09,2017-09-26,85.86,66.18,53.14,45.17,0.0,0.0,6.09,1.21,29.66,298.2427673339844
801,Pine Fire,2017-09-11 15:11:00,CAL FIRE San Benito-Monterey Unit,Monterey,"off of Hwy 198 and Pine Valley, east of San Lucas",43,CAL FIRE San Benito-Monterey Unit,-120.87609,36.17297,2018-01-09 13:19:00,2018-01-09,2017-09-11,74.29,65.33,60.29,57.44,0.0,0.0,6.24,0.99,29.69,380.4638671875
803,Shaver Fire,2017-09-11 10:00:00,CAL FIRE / Fresno County Fire,Fresno,"Indian Rock Rd and Musick Creek Lane, Community of Shaver Lake",10,CAL FIRE / Fresno County Fire,-119.32108999999998,37.10067,2018-01-09 13:19:00,2018-01-09,2017-09-11,89.43,77.45,66.29,57.29,0.01,0.0,6.92,0.0,29.51,1685.255126953125
805,Soda Fire,2017-09-28 14:46:00,CAL FIRE / Butte County Fire,Butte,"Humboldt Rd and Soda Springs Rd, 14 miles NE Forest Ranch",143,CAL FIRE / Butte County Fire,-121.56858,40.07613,2018-01-09 13:27:00,2018-01-09,2017-09-28,88.29,73.04,56.71,38.17,0.0,0.0,6.18,2.55,29.38,1334.87646484375
806,Miller Complex,2017-08-14 14:00:00,Rogue River-Siskiyou National Forest,Siskiyou,"17 miles east of Cave Junction, Oregon",39715,Rogue River-Siskiyou National Forest,-123.218,42.039,2018-01-09 12:42:00,2018-01-09,2017-08-14,105.14,93.21,48.14,38.34,0.0,0.0,7.99,5.31,28.98,1557.733764648438
807,Skeggs Fire,2017-09-11 19:41:00,CAL FIRE San Mateo-Santa Cruz Unit ,San Mateo,"Skyline Rd and Skeggs Point, 3 miles west of Woodside",50,"CAL FIRE San Mateo-Santa Cruz Unit , Woodside Fire Protection District, Kings Mountain Volunteer Fire Company, San Mateo County Sheriff’s Office, Mid-Peninsula Open Space District, CAL Water, and San Mateo County Parks.",-122.3001,37.41591,2018-01-09 13:20:00,2018-01-09,2017-09-11,78.0,67.35,61.86,56.91,0.03,0.0,10.26,2.06,29.88,558.6854858398438
808,Berry Fire,2017-09-12 06:58:00,CAL FIRE Shasta-Trinity Unit,Shasta,"off of Baker Rd, east of Big Bend",995,"CAL FIRE Shasta-Trinity Unit, Shasta County Fire Department, Shasta-Trinity National Forest, Pacific Gas and Electric, Shasta County Sheriff’s Office, Burney Fire Protection District",-121.81623,40.98352,2018-01-09 13:21:00,2018-01-09,2017-09-12,92.86,79.82,67.43,50.77,0.0,0.0,5.53,0.58,29.31,1316.825073242188
810,Pacific Fire,2017-09-12 17:24:00,CAL FIRE/Butte County Fire,Butte,"off Pacific Heights Road, west of Palermo",12,CAL FIRE/Butte County Fire,-121.60683,39.44257,2018-01-09 13:21:00,2018-01-09,2017-09-12,88.71,74.49,62.43,57.3,0.0,0.0,7.88,0.54,29.79,40.67054748535156
811,Slides Fire,2017-09-12 16:08:00,USFS - Mendocino National Forest,Lake,"Elk Mountain Rd, west of Lake Pillsbury",58,USFS - Mendocino National Forest,-123.03343999999998,39.42604,2018-01-09 13:20:00,2018-01-09,2017-09-12,83.57,66.39,47.0,54.94,0.0,0.0,4.46,0.71,29.72,1077.867797851562
812,Buck Fire,2017-09-12 17:42:00,Shasta Trinity National Forest,Trinity,"Black Rock Mountain, North Portion of Yolla BollyWilderness",13417,Shasta Trinity National Forest,-123.03583,40.2275,2018-01-09 13:21:00,2018-01-09,2017-09-12,92.86,79.82,67.43,50.77,0.0,0.0,5.53,0.58,29.31,1220.30615234375
813,French Fire,2017-09-17 15:18:00,CAL FIRE Amador-El Dorado Unit,El Dorado,"off French Creek Rd near Bonnetti Rd, south of the community of Shingle Springs",136,"CAL FIRE Amador-El Dorado Unit, CAL FIRE, El Dorado Hills Fire, Garden Valley Fire, Georgetown Fire, Rescue Fire",-120.915,38.5758,2018-01-09 13:21:00,2018-01-09,2017-09-17,79.14,65.55,53.57,46.97,0.0,0.0,8.55,1.46,29.83,207.5148620605469
814,Eastman Fire,2017-09-18 16:04:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,"Road 29 & Road 26, southwest of Raymond",429,CAL FIRE Madera-Mariposa-Merced Unit,-120.015509,37.14624,2018-01-09 13:21:00,2018-01-09,2017-09-18,79.43,68.23,56.86,45.66,0.01,0.0,7.49,0.76,29.54,122.4449081420898
815,Grape Fire,2017-09-19 13:02:00,CAL FIRE Mendocino Unit,Mendocino,"Off Hwy 101 & Crawford Ranch Rd, Hopland",146,"CAL FIRE Mendocino Unit, Hopland Fire, Ukiah Fire, Redwood Valley Fire",-123.1362,39.02482,2018-01-09 13:22:00,2018-01-09,2017-09-19,78.57,61.88,48.14,45.56,0.0,0.0,5.47,2.3,29.74,166.4191436767578
816,Corral Fire,2017-09-19 14:05:00,Unified Command: Alameda County Fireand CAL FIRE Santa Clara Unit,Alameda,"Off Corral Hollow Road, South of Tracy",155,Unified Command: Alameda County Fireand CAL FIRE Santa Clara Unit,-121.49925,37.63358,2018-04-05 10:48:00,2018-04-05,2017-09-19,81.71,66.91,53.71,47.85,0.0,0.0,9.84,2.56,29.86,157.0714111328125
817,Murphy Fire,2017-09-19 19:47:00,CAL FIRE Fresno-Kings Unit,Fresno,"Hwy 33 & Shell Rd, north of Coalinga",237,CAL FIRE Fresno-Kings Unit,-120.31598,36.24653,2018-01-09 13:23:00,2018-01-09,2017-09-19,80.0,67.08,53.14,48.09,0.01,0.0,5.98,0.44,29.58,289.8861083984375
818,Power Fire,2017-09-20 21:07:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,"off Arburua Road and I-5, southwest of Los Banos",48,CAL FIRE Madera-Mariposa-Merced Unit,-120.90462,36.94652,2018-01-09 13:23:00,2018-01-09,2017-09-20,81.71,66.91,53.71,47.85,0.0,0.0,9.84,2.56,29.86,154.0871887207031
819,Huasna Fire,2017-09-20 13:41:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Huasna Townsite Rd & Huasna Rd, Huasna",245,"CAL FIRE San Luis Obispo Unit, Santa Barbara County Fire, Ventura County Fire, Cambria Fire Department",-120.39387,35.122690000000006,2018-01-09 13:23:00,2018-01-09,2017-09-20,76.57,63.33,55.0,51.14,0.0,0.0,9.56,3.17,29.69,241.3891296386719
820,Dexter Fire,2017-09-20 14:53:00,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,"Dexter Rd and Pine Lake Dr, 5 miles east of Coulterville",10,CAL FIRE Madera-Mariposa-Merced Unit,-120.15846,37.76888,2018-01-09 13:23:00,2018-01-09,2017-09-20,81.71,66.91,53.71,47.85,0.0,0.0,9.84,2.56,29.86,983.3592529296876
821,32 Fire,2017-09-25 11:03:00,CAL FIRE / Butte County Fire,Butte,"Hwy 32 and Humboldt Road, 5 miles northeast of Chico ",28,CAL FIRE / Butte County Fire,-121.7127,39.8255,2018-01-09 13:24:00,2018-01-09,2017-09-25,88.29,73.04,56.71,38.17,0.0,0.0,6.18,2.55,29.38,513.8309326171875
822,Estate Fire,2017-09-23 11:05:00,CAL FIRE Sonoma-Lake-Napa Unit,Solano,"Estate Rd & John Wayne Rd, north of Vacaville",55,CAL FIRE Sonoma-Lake-Napa Unit,-122.0041,38.4446,2018-01-09 13:23:00,2018-01-09,2017-09-23,79.14,65.55,53.57,46.97,0.0,0.0,8.55,1.46,29.83,97.46493530273438
823,Jasper Fire,2017-09-26 15:20:00,Wheatland Fire Protection District ,Yuba,"Jasper lane and Levee road, 1 mile NE of Wheatland",26,Wheatland Fire Protection District ,-121.40947,39.03168,2018-01-09 13:25:00,2018-01-09,2017-09-26,87.14,69.32,52.71,44.34,0.0,0.0,6.47,0.82,29.84,26.64310836791992
824,Edwards Fire,2017-09-26 12:22:00,Oakland City Fire Department,Alameda,"Edwards Ave and Mountain Blvd, 6 miles southeast of Oakland ",22,Oakland City Fire Department,-122.169,37.77982,2018-01-09 13:25:00,2018-01-09,2017-09-26,79.0,64.88,54.71,52.6,0.0,0.0,6.61,0.25,29.91,128.1092834472656
825,Poly Fire,2017-09-26 15:30:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,near Cal Poly,105,CAL FIRE San Luis Obispo Unit,-120.65279,35.3024,2018-01-09 13:26:00,2018-01-09,2017-09-26,85.86,66.18,53.14,45.17,0.0,0.0,6.09,1.21,29.66,203.2828369140625
826,Canyon Fire,2017-09-25 13:03:00,CAL FIRE Riverside / USFS / Orange County Fire Authority / Anaheim Fire / Corona Fire Department,Orange,"CA-91 and Cole Canyon, City of Anaheim",2662,CAL FIRE Riverside / USFS / Orange County Fire Authority / Anaheim Fire / Corona Fire Department,-117.68598,33.8668,2018-03-28 11:36:00,2018-03-28,2017-09-25,89.86,74.04,58.86,39.72,0.0,0.0,5.79,1.46,28.84,184.2927398681641
827,Lion Fire,2017-09-27 14:00:00,USFS - Sequoia National Forest,Tulare,Golden Trout Wilderness near Lion Meadow.,18900,USFS - Sequoia National Forest,-118.48555,36.27138,2018-01-09 13:27:00,2018-01-09,2017-09-27,89.43,75.29,62.29,39.55,0.0,0.0,5.67,0.32,29.37,2276.8037109375
828,Rucker Fire,2017-09-29 14:42:00,Santa Barbara County Fire,Santa Barbara,"Rucker Rd and Purisima Rd, 2 miles north east of Lompoc",444,Santa Barbara County Fire,-120.4393,34.67403,2018-01-09 13:28:00,2018-01-09,2017-09-29,81.0,62.33,51.0,47.48,0.0,0.0,4.66,0.55,29.62,35.98481750488281
829,Lakewood Fire,2017-09-29 15:58:00,Kern County Fire,Kern,"Todd Ct and Brick Dr, east of Lake Isabella",40,Kern County Fire,-118.46734,35.59302,2018-01-09 13:29:00,2018-01-09,2017-09-29,89.43,75.29,62.29,39.55,0.0,0.0,5.67,0.32,29.37,895.4588623046875
830,Melba Fire,2017-09-29 18:01:00,CAL FIRE / Riverside County Fire,Riverside,Hy 74 and Melba Avenue,35,CAL FIRE / Riverside County Fire,-117.10301,33.74925,2018-01-09 13:28:00,2018-01-09,2017-09-29,92.43,70.09,56.29,35.21,0.0,0.0,3.26,0.22,28.54,529.53271484375
831,Timm Fire,2017-10-02 09:37:00,CAL FIRE Sonoma-Lake-Napa Unit,Solano,"Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville ",100,CAL FIRE Sonoma-Lake-Napa Unit,-121.97233,38.43658,2018-01-09 13:29:00,2018-01-09,2017-10-02,82.14,64.75,47.71,35.74,0.0,0.0,8.22,4.35,29.86,44.94355392456055
832,Ramblin Fire,2017-10-03 11:44:00,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,"Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack",17,CAL FIRE Madera-Mariposa-Merced Unit,-119.87465,37.41231,2018-01-09 13:29:00,2018-01-09,2017-10-03,79.43,66.26,53.14,39.1,0.0,0.0,4.56,0.33,29.56,606.3544311523438
833,36 Fire,2017-10-03 16:22:00,CAL FIRE Tehama-Glenn Unit ,Tehama,"off Hwy 36W and Monroe St., West Red Bluff",20,CAL FIRE Tehama-Glenn Unit ,-122.24731,40.20077,2018-01-09 13:29:00,2018-01-09,2017-10-03,82.43,66.86,51.14,29.85,0.0,0.0,8.13,5.93,29.41,99.13743591308594
835,Jones Fire,2017-10-08 04:53:00,CAL FIRE Shasta-Trintiy Unit,Shasta,"off of Argonaut Trail and Dry Creek Rd, Jones Valley",40,CAL FIRE Shasta-Trintiy Unit,-122.24199,40.70627,2018-01-09 13:31:00,2018-01-09,2017-10-08,78.14,65.58,54.14,26.2,0.0,0.0,10.11,9.14,29.49,274.0648803710938
836,Fort Fire,2017-10-07 20:00:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,"Fort Ross Rd and Hwy 1, north of Jenner",20,CAL FIRE Sonoma-Lake-Napa Unit,-123.24713,38.51937,2018-01-09 13:30:00,2018-01-09,2017-10-07,84.29,62.68,44.43,35.95,0.0,0.0,4.73,0.32,29.76,61.23442459106445
837,Freeway Fire,2017-10-08 12:15:00,CAL FIRE Tehama-Glenn Unit,Tehama,"off of Jelly Ferry Rd and I-5, north of Red Bluff",10,CAL FIRE Tehama-Glenn Unit,-122.255,40.247890000000005,2018-01-09 13:31:00,2018-01-09,2017-10-08,78.14,65.58,54.14,26.2,0.0,0.0,10.11,9.14,29.49,147.7464141845703
838,Blue Fire,2017-10-08 16:40:00,CAL FIRE Humboldt-Del Norte Unit,Humboldt,"off of Blue Lake Blvd and Hwy 299,  east of Eureka ",20,CAL FIRE Humboldt-Del Norte Unit,-123.96844,40.88516,2018-01-09 13:30:00,2018-01-09,2017-10-08,63.43,52.12,40.14,40.98,0.0,0.0,6.47,2.1,29.88,186.8747406005859
